item_id,user_id,rating,timestamp,gender,category,brand,year,month,quantity,unitprice,amount
2129,293406,5,41873,Female,Television & Video,Samsung,2014,8,6,9994,59964
1670,293413,5,41873,Female,Headphones,Bose,2014,8,6,8067,48402
3085,293437,2,41873,Male,Headphones,Bose,2014,8,10,9102,91020
1323,106714,4,41873,Male,Car Electronics & GPS,Garmin,2014,8,9,7662,68958
2720,160030,4,41873,Female,Computers & Accessories,Pyle,2014,8,6,5381,32286
1575,293460,5,41873,Male,Headphones,Sony,2014,8,8,8813,70504
4722,58371,5,41873,Female,Camera,Samsung,2014,8,6,8230,49380
4089,126942,5,41873,Female,Headphones,Pyle,2014,8,6,6570,39420
181,293600,5,41873,Male,Camera,Olympus,2014,8,10,9840,98400
1473,293611,1,41873,Female,Accessories & Supplies,Etre Jeune,2014,8,7,7050,49350
3229,293635,5,41873,Female,Accessories & Supplies,Etre Jeune,2014,8,10,5030,50300
3229,293636,5,41873,Female,Accessories & Supplies,Etre Jeune,2014,8,9,8028,72252
259,293653,2,41873,Male,Headphones,Sennheiser,2014,8,9,9467,85203
3229,293739,4,41873,Female,Accessories & Supplies,Etre Jeune,2014,8,7,5534,38738
1593,293753,5,41873,Female,Camera,Canon,2014,8,10,9894,98940
3229,10599,5,41873,Female,Accessories & Supplies,Etre Jeune,2014,8,10,6239,62390
2657,293757,5,41874,Male,Camera,Sony,2014,8,9,8481,76329
1323,293815,5,41874,Male,Car Electronics & GPS,Garmin,2014,8,9,9889,89001
2868,293838,5,41874,Female,Camera,Samsung,2014,8,9,9303,83727
1473,293838,5,41874,Female,Accessories & Supplies,Etre Jeune,2014,8,5,7413,37065
1575,293897,5,41874,Male,Headphones,Sony,2014,8,7,7502,52514
3403,125680,4,41874,Female,Headphones,EldHus,2014,8,7,9073,63511
3403,293922,5,41874,Female,Headphones,EldHus,2014,8,5,7512,37560
4036,293933,5,41874,Female,Accessories & Supplies,ebasy,2014,8,6,5300,31800
4902,234957,2,41874,Female,Computers & Accessories,Plemo,2014,8,10,6762,67620
1670,293987,5,41874,Female,Headphones,Bose,2014,8,6,5553,33318
4387,294019,3,41874,Female,Camera,Olympus,2014,8,6,8697,52182
1670,294033,5,41874,Female,Headphones,Bose,2014,8,9,5435,48915
1575,294035,5,41874,Male,Headphones,Sony,2014,8,8,5791,46328
1575,294037,3,41874,Male,Headphones,Sony,2014,8,5,6794,33970
4501,294056,5,41874,Female,Headphones,Apple,2014,8,10,6306,63060
2571,294059,4,41874,Female,Portable Audio & Video,JLAB,2014,8,8,5699,45592
2129,294091,4,41874,Female,Television & Video,Samsung,2014,8,9,7823,70407
1139,294113,5,41874,Female,Portable Audio & Video,Apple,2014,8,5,8233,41165
2129,294124,3,41874,Female,Television & Video,Samsung,2014,8,7,7815,54705
1124,294143,2,41874,Male,Computers & Accessories,Logitech,2014,8,6,9529,57174
4146,294149,2,41874,Female,Computers & Accessories,HP,2014,8,5,9831,49155
4576,4932,5,41874,Female,Headphones,EldHus,2014,8,8,8443,67544
1877,294163,5,41874,Male,Camera,Generic,2014,8,6,5192,31152
313,294168,5,41874,Female,Camera,Olympus,2014,8,9,8899,80091
4028,294172,5,41874,Male,Camera,Fujifilm,2014,8,6,6651,39906
3011,294177,5,41874,Male,Camera,Fujifilm,2014,8,7,5283,36981
751,294195,5,41874,Female,Camera,Fujifilm,2014,8,10,5964,59640
3106,294214,5,41874,Female,Computers & Accessories,Bose,2014,8,5,8535,42675
2569,294019,5,41874,Female,Camera,ViewSonic,2014,8,7,5613,39291
4815,157426,3,41875,Female,Computers & Accessories,Logitech,2014,8,7,5255,36785
3002,294273,5,41875,Female,Camera,Canon,2014,8,7,5911,41377
1496,294295,1,41875,Female,Headphones,JLAB,2014,8,8,9288,74304
2863,294314,5,41875,Male,Computers & Accessories,EldHus,2014,8,7,8788,61516
79,294334,5,41875,Female,Accessories & Supplies,Etre Jeune,2014,8,6,5484,32904
3403,294342,5,41875,Female,Headphones,EldHus,2014,8,6,8013,48078
3403,294343,4,41875,Female,Headphones,EldHus,2014,8,8,7303,58424
1575,294432,4,41875,Male,Headphones,Sony,2014,8,5,7947,39735
111,294446,4,41875,Female,Headphones,Panasonic,2014,8,6,6194,37164
638,294449,5,41875,Male,Car Electronics & GPS,Pyle,2014,8,5,7902,39510
1605,294323,3,41875,Female,Camera,Neewer,2014,8,10,6272,62720
1605,294523,5,41875,Female,Camera,Neewer,2014,8,8,9450,75600
2106,294247,5,41875,Female,Accessories & Supplies,EldHus,2014,8,10,9994,99940
3092,294559,5,41875,Female,Headphones,Sony,2014,8,9,9896,89064
4272,294570,5,41875,Male,Computers & Accessories,LSS,2014,8,5,8451,42255
1447,294651,5,41875,Female,Headphones,Bose,2014,8,6,5295,31770
1124,294687,4,41875,Male,Computers & Accessories,Logitech,2014,8,6,5434,32604
4150,294740,4,41876,Female,Camera,Fujifilm,2014,8,9,9715,87435
1405,294742,5,41876,Female,Camera,Kodak,2014,8,7,6684,46788
2868,294754,5,41876,Female,Camera,Samsung,2014,8,10,7933,79330
2903,294778,2,41876,Female,Computers & Accessories,Jabra,2014,8,5,8682,43410
4595,294787,5,41876,Female,Computers & Accessories,Fintie,2014,8,8,5004,40032
1575,294812,3,41876,Male,Headphones,Sony,2014,8,9,9508,85572
17,294879,5,41876,Female,Camera,Fujifilm,2014,8,8,5419,43352
17,294880,1,41876,Female,Camera,Fujifilm,2014,8,9,8016,72144
1882,294962,3,41876,Female,Headphones,JLAB,2014,8,9,6602,59418
1936,294964,5,41876,Female,Headphones,JLAB,2014,8,6,5274,31644
3092,141425,2,41876,Female,Headphones,Sony,2014,8,5,5373,26865
3189,295002,3,41876,Female,Headphones,Etre Jeune,2014,8,10,8951,89510
1056,295005,5,41876,Male,Car Electronics & GPS,Uniden,2014,8,7,5006,35042
2831,295011,4,41876,Female,Camera,Nikon,2014,8,7,9825,68775
2031,295020,3,41876,Female,Computers & Accessories,Logitech,2014,8,9,6606,59454
1423,295032,5,41876,Female,Camera,Kodak,2014,8,10,7739,77390
4152,288719,3,41876,Male,Car Electronics & GPS,Garmin,2014,8,6,9191,55146
4309,295043,4,41876,Female,Computers & Accessories,IRULU,2014,8,8,5380,43040
2031,190609,5,41876,Female,Computers & Accessories,Logitech,2014,8,8,6315,50520
2031,295045,4,41876,Female,Computers & Accessories,Logitech,2014,8,8,5145,41160
4840,295076,5,41876,Female,Computers & Accessories,ebasy,2014,8,5,8581,42905
1258,295079,4,41876,Female,Camera,Fujifilm,2014,8,7,5590,39130
3539,295110,3,41876,Female,Accessories & Supplies,EldHus,2014,8,9,6171,55539
638,295180,5,41876,Male,Car Electronics & GPS,Pyle,2014,8,10,7398,73980
4576,61120,5,41876,Female,Headphones,EldHus,2014,8,5,7498,37490
4302,29673,4,41876,Female,Computers & Accessories,Apple,2014,8,7,9338,65366
3106,295212,4,41876,Female,Computers & Accessories,Bose,2014,8,5,5405,27025
2129,295267,5,41876,Female,Television & Video,Samsung,2014,8,7,7919,55433
2058,295293,1,41876,Female,Computers & Accessories,Apple,2014,8,5,6703,33515
4630,92183,5,41877,Female,Camera,Samsung,2014,8,9,7835,70515
4019,167741,5,41877,Female,Headphones,Mpow,2014,8,6,5063,30378
927,295421,2,41877,Female,Accessories & Supplies,EldHus,2014,8,9,6087,54783
4325,295424,5,41877,Male,Computers & Accessories,LSS,2014,8,10,9020,90200
4916,295427,3,41877,Male,Computers & Accessories,LSS,2014,8,5,8089,40445
3288,295430,5,41877,Female,Computers & Accessories,Logitech,2014,8,6,9597,57582
111,295434,4,41877,Female,Headphones,Panasonic,2014,8,8,5608,44864
1124,295458,4,41877,Male,Computers & Accessories,Logitech,2014,8,6,6210,37260
1972,295463,1,41877,Female,Camera,Kodak,2014,8,9,8217,73953
2129,295498,5,41877,Female,Television & Video,Samsung,2014,8,5,5886,29430
1670,295505,5,41877,Female,Headphones,Bose,2014,8,8,6435,51480
4918,295540,5,41877,Female,Computers & Accessories,ebasy,2014,8,9,8439,75951
3403,295616,5,41877,Female,Headphones,EldHus,2014,8,5,9347,46735
2868,295631,4,41877,Female,Camera,Samsung,2014,8,9,8651,77859
2868,295633,5,41877,Female,Camera,Samsung,2014,8,8,6789,54312
17,295658,4,41877,Female,Camera,Fujifilm,2014,8,9,5473,49257
3162,295681,3,41877,Female,Camera,Samsung,2014,8,8,6909,55272
3364,295705,5,41877,Female,Camera,Canon,2014,8,8,5121,40968
259,295726,5,41877,Male,Headphones,Sennheiser,2014,8,9,9734,87606
1575,295748,5,41877,Male,Headphones,Sony,2014,8,5,7742,38710
1575,295458,5,41877,Male,Headphones,Sony,2014,8,7,5284,36988
1473,101894,3,41877,Female,Accessories & Supplies,Etre Jeune,2014,8,6,5238,31428
4726,19275,4,41878,Female,Camera,Samsung,2014,8,8,9899,79192
2863,295912,5,41878,Male,Computers & Accessories,EldHus,2014,8,6,5799,34794
3229,295935,4,41878,Female,Accessories & Supplies,Etre Jeune,2014,8,10,5962,59620
4019,79076,3,41878,Female,Headphones,Mpow,2014,8,8,7890,63120
1105,296022,5,41878,Male,Car Electronics & GPS,Garmin,2014,8,6,9412,56472
4630,30661,5,41878,Female,Camera,Samsung,2014,8,9,7481,67329
2669,296100,5,41878,Female,Computers & Accessories,iRULU,2014,8,6,9133,54798
2868,296127,5,41878,Female,Camera,Samsung,2014,8,5,9113,45565
3411,296152,1,41878,Male,Headphones,JLAB,2014,8,10,5793,57930
1575,296157,5,41878,Male,Headphones,Sony,2014,8,5,6021,30105
1575,296158,3,41878,Male,Headphones,Sony,2014,8,10,6354,63540
1575,296161,5,41878,Male,Headphones,Sony,2014,8,8,5922,47376
3556,296170,5,41878,Female,Computers & Accessories,Plemo,2014,8,5,8921,44605
3403,296172,4,41878,Female,Headphones,EldHus,2014,8,7,8874,62118
3789,296179,5,41878,Female,Camera,Vivitar,2014,8,5,9960,49800
1496,296181,5,41878,Female,Headphones,JLAB,2014,8,10,8049,80490
3608,296205,5,41878,Female,Camera,Vivitar,2014,8,8,8096,64768
2584,296098,5,41878,Male,Camera,Olympus,2014,8,7,9315,65205
638,296246,1,41878,Male,Car Electronics & GPS,Pyle,2014,8,10,7413,74130
4049,67183,5,41878,Male,Computers & Accessories,HP,2014,8,10,8943,89430
3091,296322,5,41878,Female,Computers & Accessories,Plemo,2014,8,10,8808,88080
1670,296332,4,41878,Female,Headphones,Bose,2014,8,5,7715,38575
1670,296352,4,41878,Female,Headphones,Bose,2014,8,5,7218,36090
3511,27769,4,41878,Female,Computers & Accessories,TaoTronics,2014,8,8,7290,58320
4302,296420,4,41879,Female,Computers & Accessories,Apple,2014,8,9,6080,54720
3511,80212,4,41879,Female,Computers & Accessories,TaoTronics,2014,8,10,6165,61650
3340,264857,4,41879,Male,Television & Video,Philips,2014,8,10,9296,92960
2129,296468,5,41879,Female,Television & Video,Samsung,2014,8,10,8006,80060
3189,296486,5,41879,Female,Headphones,Etre Jeune,2014,8,9,9308,83772
554,296511,1,41879,Male,Headphones,Sennheiser,2014,8,6,9565,57390
1945,296513,5,41879,Female,Camera,Kodak,2014,8,6,5147,30882
2964,296553,5,41879,Female,Computers & Accessories,Fintie,2014,8,8,8404,67232
4230,296594,5,41879,Female,Camera,Olympus,2014,8,6,5933,35598
1575,296648,2,41879,Male,Headphones,Sony,2014,8,10,7199,71990
4387,296594,5,41879,Female,Camera,Olympus,2014,8,9,9903,89127
17,296700,5,41879,Female,Camera,Fujifilm,2014,8,10,6288,62880
1154,296830,5,41879,Female,Portable Audio & Video,Sony,2014,8,10,8851,88510
2031,296861,5,41879,Female,Computers & Accessories,Logitech,2014,8,5,9025,45125
1056,296872,5,41879,Male,Car Electronics & GPS,Uniden,2014,8,8,6573,52584
751,296892,5,41879,Female,Camera,Fujifilm,2014,8,6,9311,55866
1056,296915,5,41879,Male,Car Electronics & GPS,Uniden,2014,8,9,7787,70083
3403,296928,5,41879,Female,Headphones,EldHus,2014,8,6,8683,52098
1250,296962,1,41879,Male,Security & Surveillance,Uniden,2014,8,10,9584,95840
154,296978,5,41880,Female,Headphones,EldHus,2014,8,7,6345,44415
1473,297020,4,41880,Female,Accessories & Supplies,Etre Jeune,2014,8,7,6919,48433
2243,297023,3,41880,Male,Accessories & Supplies,Jabra,2014,8,6,5420,32520
2626,297042,4,41880,Female,Headphones,EldHus,2014,8,10,9863,98630
1780,297048,2,41880,Male,Computers & Accessories,Logitech,2014,8,5,7569,37845
3461,297049,5,41880,Male,Headphones,Philips,2014,8,10,7896,78960
1124,297102,2,41880,Male,Computers & Accessories,Logitech,2014,8,5,9322,46610
1124,297103,5,41880,Male,Computers & Accessories,Logitech,2014,8,10,5690,56900
4177,297130,5,41880,Female,Television & Video,Toshiba,2014,8,7,7750,54250
3189,101894,1,41880,Female,Headphones,Etre Jeune,2014,8,10,6209,62090
3403,297161,3,41880,Female,Headphones,EldHus,2014,8,7,7047,49329
2683,297163,1,41880,Female,Computers & Accessories,DBPOWER,2014,8,7,7088,49616
3257,297185,4,41880,Female,Camera,Samsung,2014,8,6,9996,59976
647,297189,4,41880,Male,Computers & Accessories,Logitech,2014,8,10,9136,91360
647,297190,5,41880,Male,Computers & Accessories,Logitech,2014,8,9,9991,89919
3229,297206,5,41880,Female,Accessories & Supplies,Etre Jeune,2014,8,8,9265,74120
4576,176943,5,41880,Female,Headphones,EldHus,2014,8,10,8445,84450
1407,297241,5,41880,Female,Camera,Sony,2014,8,10,6339,63390
2831,14984,5,41880,Female,Camera,Nikon,2014,8,9,8611,77499
3173,297262,5,41880,Female,Computers & Accessories,ViewSonic,2014,8,9,9318,83862
1806,116559,2,41880,Male,Headphones,Bose,2014,8,5,9501,47505
1860,116559,2,41880,Male,Headphones,Bose,2014,8,8,6041,48328
4938,297288,5,41880,Female,Camera,Generic,2014,8,7,9910,69370
4501,297331,1,41880,Female,Headphones,Apple,2014,8,6,7079,42474
3106,297376,4,41880,Female,Computers & Accessories,Bose,2014,8,5,6813,34065
2488,297440,5,41880,Male,Headphones,Skullcandy,2014,8,8,8043,64344
2129,297469,2,41880,Female,Television & Video,Samsung,2014,8,5,5259,26295
673,215194,5,41880,Female,Computers & Accessories,Linksys,2014,8,6,7283,43698
4203,297529,3,41881,Female,Headphones,Bose,2014,8,7,5089,35623
638,297542,3,41881,Male,Car Electronics & GPS,Pyle,2014,8,10,5335,53350
1818,297553,5,41881,Female,Headphones,Bose,2014,8,10,6036,60360
2129,297607,5,41881,Female,Television & Video,Samsung,2014,8,8,6497,51976
1882,297609,3,41881,Female,Headphones,JLAB,2014,8,5,5929,29645
2548,297638,1,41881,Male,Portable Audio & Video,Pyle,2014,8,10,8963,89630
3106,38502,3,41881,Female,Computers & Accessories,Bose,2014,8,7,7768,54376
3403,297748,4,41881,Female,Headphones,EldHus,2014,8,6,5079,30474
1670,297767,5,41881,Female,Headphones,Bose,2014,8,9,9762,87858
3403,297787,5,41881,Female,Headphones,EldHus,2014,8,7,9510,66570
3403,297801,5,41881,Female,Headphones,EldHus,2014,8,8,6476,51808
1575,297811,5,41881,Male,Headphones,Sony,2014,8,5,5034,25170
1124,297812,5,41881,Male,Computers & Accessories,Logitech,2014,8,8,5633,45064
1575,297827,5,41881,Male,Headphones,Sony,2014,8,10,8065,80650
3959,265701,5,41881,Female,Camera,Fujifilm,2014,8,9,8197,73773
2778,297853,2,41881,Female,Camera,Vivitar,2014,8,6,6296,37776
1575,297869,5,41881,Male,Headphones,Sony,2014,8,8,9059,72472
1760,297872,5,41881,Female,Computers & Accessories,Logitech,2014,8,10,6634,66340
2159,297923,1,41882,Male,Portable Audio & Video,Uniden,2014,8,8,8040,64320
1473,297924,5,41882,Female,Accessories & Supplies,Etre Jeune,2014,8,5,6866,34330
259,297927,5,41882,Male,Headphones,Sennheiser,2014,8,5,8603,43015
1560,297935,4,41882,Female,Accessories & Supplies,Sennheiser,2014,8,5,9959,49795
1575,297956,5,41882,Male,Headphones,Sony,2014,8,5,9953,49765
1575,297992,5,41882,Male,Headphones,Sony,2014,8,10,9923,99230
1877,298009,3,41882,Male,Camera,Generic,2014,8,5,10000,50000
1575,298037,4,41882,Male,Headphones,Sony,2014,8,9,7383,66447
1575,298050,3,41882,Male,Headphones,Sony,2014,8,5,8989,44945
111,298051,5,41882,Female,Headphones,Panasonic,2014,8,7,9552,66864
3342,298097,3,41882,Female,Portable Audio & Video,DBPOWER,2014,8,9,7959,71631
3150,298114,5,41882,Male,Headphones,Philips,2014,8,7,6021,42147
3092,298129,5,41882,Female,Headphones,Sony,2014,8,8,6250,50000
2544,298141,4,41882,Male,Headphones,JLAB,2014,8,9,6136,55224
3403,298050,5,41882,Female,Headphones,EldHus,2014,8,5,9610,48050
937,298154,5,41882,Male,Camera,Samsung,2014,8,8,5734,45872
1593,298190,5,41882,Female,Camera,Canon,2014,8,8,8875,71000
2916,298206,4,41882,Female,Camera,Canon,2014,8,9,9153,82377
1958,42960,3,41882,Female,Headphones,Sennheiser,2014,8,6,5916,35496
593,298277,5,41882,Female,Car Electronics & GPS,Pyle,2014,8,5,7519,37595
4230,298288,5,41882,Female,Camera,Olympus,2014,8,9,6656,59904
1661,298294,5,41882,Male,Computers & Accessories,Logitech,2014,8,7,6952,48664
1882,298335,3,41882,Female,Headphones,JLAB,2014,8,10,5785,57850
2993,298340,5,41882,Male,Computers & Accessories,Kensington,2014,8,6,5107,30642
2626,59467,2,41883,Female,Headphones,EldHus,2014,9,9,5038,45342
1575,206407,4,41883,Male,Headphones,Sony,2014,9,8,6413,51304
142,298408,5,41883,Female,Computers & Accessories,Linksys,2014,9,10,7770,77700
4300,293302,5,41883,Female,Portable Audio & Video,Generic,2014,9,10,7025,70250
1605,202570,4,41883,Female,Camera,Neewer,2014,9,7,7991,55937
1056,298479,2,41883,Male,Car Electronics & GPS,Uniden,2014,9,7,8620,60340
1605,44616,3,41883,Female,Camera,Neewer,2014,9,5,9379,46895
17,298535,4,41883,Female,Camera,Fujifilm,2014,9,10,7062,70620
111,298573,5,41883,Female,Headphones,Panasonic,2014,9,7,9898,69286
647,197628,1,41883,Male,Computers & Accessories,Logitech,2014,9,9,8440,75960
259,298584,4,41883,Male,Headphones,Sennheiser,2014,9,8,5083,40664
259,298594,5,41883,Male,Headphones,Sennheiser,2014,9,10,6114,61140
259,298595,3,41883,Male,Headphones,Sennheiser,2014,9,7,9826,68782
4252,99556,5,41883,Female,Headphones,Bose,2014,9,10,8851,88510
328,298625,5,41883,Female,Computers & Accessories,Linksys,2014,9,9,9748,87732
4019,298645,4,41883,Female,Headphones,Mpow,2014,9,7,5581,39067
4009,298647,5,41883,Female,Portable Audio & Video,DBPOWER,2014,9,6,8506,51036
4019,298661,5,41883,Female,Headphones,Mpow,2014,9,6,6691,40146
1124,298664,4,41883,Male,Computers & Accessories,Logitech,2014,9,10,5162,51620
1282,298838,1,41884,Male,Camera,Nikon,2014,9,9,8151,73359
3029,298891,5,41884,Female,Headphones,Bose,2014,9,10,5749,57490
111,298906,5,41884,Female,Headphones,Panasonic,2014,9,8,9892,79136
3090,298937,5,41884,Female,Home Audio,Pyle,2014,9,10,9177,91770
647,298943,5,41884,Male,Computers & Accessories,Logitech,2014,9,5,8124,40620
647,298945,3,41884,Male,Computers & Accessories,Logitech,2014,9,5,5343,26715
4177,298980,4,41884,Female,Television & Video,Toshiba,2014,9,8,5301,42408
1575,299022,4,41884,Male,Headphones,Sony,2014,9,9,9124,82116
1575,299026,5,41884,Male,Headphones,Sony,2014,9,8,6833,54664
4302,299050,5,41884,Female,Computers & Accessories,Apple,2014,9,6,9362,56172
1818,299062,5,41884,Female,Headphones,Bose,2014,9,7,7272,50904
2129,299077,2,41884,Female,Television & Video,Samsung,2014,9,7,8375,58625
2031,299087,5,41884,Female,Computers & Accessories,Logitech,2014,9,9,6242,56178
1210,299112,4,41884,Female,Accessories & Supplies,EldHus,2014,9,9,8346,75114
1250,299162,1,41884,Male,Security & Surveillance,Uniden,2014,9,5,5303,26515
2434,299187,5,41884,Female,Portable Audio & Video,Uniden,2014,9,10,6717,67170
4922,299193,5,41884,Female,Headphones,TaoTronics,2014,9,9,6884,61956
4922,30661,5,41884,Female,Headphones,TaoTronics,2014,9,8,8370,66960
3403,299204,4,41884,Female,Headphones,EldHus,2014,9,6,6144,36864
3403,299206,5,41884,Female,Headphones,EldHus,2014,9,8,9205,73640
3403,299226,5,41884,Female,Headphones,EldHus,2014,9,5,6316,31580
3625,299232,5,41884,Female,Home Audio,Bose,2014,9,10,6926,69260
1670,299260,5,41884,Female,Headphones,Bose,2014,9,9,8118,73062
2253,299261,5,41884,Female,Computers & Accessories,Jabra,2014,9,10,6343,63430
1670,299193,5,41884,Female,Headphones,Bose,2014,9,8,5492,43936
272,299326,4,41885,Female,Headphones,EldHus,2014,9,10,6613,66130
3338,299345,1,41885,Male,Headphones,Jabra,2014,9,8,6939,55512
4150,299348,5,41885,Female,Camera,Fujifilm,2014,9,8,6054,48432
3338,299350,1,41885,Male,Headphones,Jabra,2014,9,8,7314,58512
1670,299361,3,41885,Female,Headphones,Bose,2014,9,6,5371,32226
4676,299381,3,41885,Female,Headphones,Mpow,2014,9,8,6472,51776
1759,299411,3,41885,Female,Computers & Accessories,Logitech,2014,9,9,8593,77337
3229,299414,3,41885,Female,Accessories & Supplies,Etre Jeune,2014,9,8,9126,73008
3229,105784,4,41885,Female,Accessories & Supplies,Etre Jeune,2014,9,10,6486,64860
3539,299451,5,41885,Female,Accessories & Supplies,EldHus,2014,9,8,8189,65512
3034,299454,3,41885,Male,Computers & Accessories,Fintie,2014,9,5,6371,31855
1575,299458,4,41885,Male,Headphones,Sony,2014,9,6,5749,34494
111,299489,5,41885,Female,Headphones,Panasonic,2014,9,9,8913,80217
3173,299499,3,41885,Female,Computers & Accessories,ViewSonic,2014,9,8,5328,42624
3173,177846,5,41885,Female,Computers & Accessories,ViewSonic,2014,9,8,9294,74352
1473,299520,5,41885,Female,Accessories & Supplies,Etre Jeune,2014,9,6,6510,39060
4177,299581,5,41885,Female,Television & Video,Toshiba,2014,9,5,9688,48440
17,299615,3,41885,Female,Camera,Fujifilm,2014,9,9,6857,61713
4961,299681,2,41885,Male,Computers & Accessories,LSS,2014,9,6,8170,49020
4302,299761,5,41885,Female,Computers & Accessories,Apple,2014,9,6,7504,45024
979,299786,5,41885,Female,Camera,Fujifilm,2014,9,8,6417,51336
4815,299830,3,41885,Female,Computers & Accessories,Logitech,2014,9,9,7804,70236
4446,299854,5,41885,Female,Headphones,TaoTronics,2014,9,6,7194,43164
2129,299880,5,41885,Female,Television & Video,Samsung,2014,9,10,9757,97570
1124,299914,2,41885,Male,Computers & Accessories,Logitech,2014,9,5,9914,49570
1575,299933,5,41886,Male,Headphones,Sony,2014,9,8,5774,46192
1575,299955,5,41886,Male,Headphones,Sony,2014,9,5,7113,35565
2499,59629,5,41886,Male,Camera,Olympus,2014,9,5,7137,35685
3971,299980,5,41886,Female,Computers & Accessories,Fintie,2014,9,8,9831,78648
2595,300019,5,41886,Female,Headphones,Bose,2014,9,10,7463,74630
1575,300028,5,41886,Male,Headphones,Sony,2014,9,6,5950,35700
1661,300029,4,41886,Male,Computers & Accessories,Logitech,2014,9,10,5863,58630
1750,161822,1,41886,Male,Accessories & Supplies,Jabra,2014,9,8,8754,70032
2031,263486,5,41886,Female,Computers & Accessories,Logitech,2014,9,9,7856,70704
2388,300089,3,41886,Female,Headphones,JVC,2014,9,5,8337,41685
1575,300112,3,41886,Male,Headphones,Sony,2014,9,10,8027,80270
259,300187,5,41886,Male,Headphones,Sennheiser,2014,9,9,9128,82152
1124,300199,3,41886,Male,Computers & Accessories,Logitech,2014,9,8,5691,45528
1124,300202,5,41886,Male,Computers & Accessories,Logitech,2014,9,7,9312,65184
4524,300228,5,41886,Male,Computers & Accessories,XShields,2014,9,10,8000,80000
1087,300347,5,41886,Female,Camera,Sony,2014,9,7,7350,51450
3539,300368,4,41886,Female,Accessories & Supplies,EldHus,2014,9,8,5030,40240
4676,300387,5,41886,Female,Headphones,Mpow,2014,9,5,6162,30810
4302,300393,5,41886,Female,Computers & Accessories,Apple,2014,9,5,7325,36625
3338,300409,4,41886,Male,Headphones,Jabra,2014,9,10,5809,58090
1236,237430,5,41886,Female,Home Audio,Pyle,2014,9,5,5818,29090
3403,300518,5,41886,Female,Headphones,EldHus,2014,9,6,9354,56124
4633,300572,5,41887,Female,Television & Video,DBPOWER,2014,9,7,9709,67963
1860,300576,5,41887,Male,Headphones,Bose,2014,9,9,6536,58824
1674,300590,4,41887,Female,Camera,JVC,2014,9,7,5692,39844
2129,300592,3,41887,Female,Television & Video,Samsung,2014,9,5,7272,36360
2129,300608,5,41887,Female,Television & Video,Samsung,2014,9,6,6921,41526
4302,300634,3,41887,Female,Computers & Accessories,Apple,2014,9,6,7320,43920
3150,131132,5,41887,Male,Headphones,Philips,2014,9,9,6294,56646
1575,300690,5,41887,Male,Headphones,Sony,2014,9,7,7530,52710
1780,71376,4,41887,Male,Computers & Accessories,Logitech,2014,9,8,6863,54904
2159,300714,1,41887,Male,Portable Audio & Video,Uniden,2014,9,5,5221,26105
259,300776,5,41887,Male,Headphones,Sennheiser,2014,9,5,9823,49115
1165,300794,5,41887,Female,Computers & Accessories,Logitech,2014,9,9,6374,57366
679,300849,5,41887,Female,Computers & Accessories,Linksys,2014,9,10,8975,89750
1818,300922,4,41887,Female,Headphones,Bose,2014,9,8,6989,55912
1575,152793,4,41887,Male,Headphones,Sony,2014,9,8,9470,75760
3079,300963,5,41888,Female,Headphones,JLAB,2014,9,6,5149,30894
1575,300970,4,41888,Male,Headphones,Sony,2014,9,7,8293,58051
1575,300978,5,41888,Male,Headphones,Sony,2014,9,7,7059,49413
1575,300980,5,41888,Male,Headphones,Sony,2014,9,10,5701,57010
2031,12932,5,41888,Female,Computers & Accessories,Logitech,2014,9,10,5525,55250
1575,301005,5,41888,Male,Headphones,Sony,2014,9,8,5966,47728
2031,301034,4,41888,Female,Computers & Accessories,Logitech,2014,9,7,8805,61635
1323,263884,5,41888,Male,Car Electronics & GPS,Garmin,2014,9,5,8692,43460
1286,301045,5,41888,Female,Camera,Nikon,2014,9,5,9961,49805
259,301051,5,41888,Male,Headphones,Sennheiser,2014,9,5,6250,31250
554,301066,5,41888,Male,Headphones,Sennheiser,2014,9,7,5028,35196
4539,301087,4,41888,Female,Accessories & Supplies,EldHus,2014,9,10,7829,78290
1124,289925,4,41888,Male,Computers & Accessories,Logitech,2014,9,8,5229,41832
4252,301107,5,41888,Female,Headphones,Bose,2014,9,9,5953,53577
4446,301140,5,41888,Female,Headphones,TaoTronics,2014,9,8,8152,65216
3502,301143,1,41888,Female,Portable Audio & Video,Pyle,2014,9,10,5738,57380
3539,301164,5,41888,Female,Accessories & Supplies,EldHus,2014,9,8,6569,52552
1690,301181,4,41888,Female,Camera,Kodak,2014,9,5,7043,35215
107,301203,5,41888,Female,Computers & Accessories,Apple,2014,9,7,5832,40824
2223,301256,5,41888,Male,Portable Audio & Video,Uniden,2014,9,8,8110,64880
1605,301390,5,41888,Female,Camera,Neewer,2014,9,10,9058,90580
1661,146657,4,41888,Male,Computers & Accessories,Logitech,2014,9,6,6348,38088
1661,301398,4,41888,Male,Computers & Accessories,Logitech,2014,9,6,9984,59904
3106,301434,5,41888,Female,Computers & Accessories,Bose,2014,9,7,9759,68313
3403,301455,5,41888,Female,Headphones,EldHus,2014,9,9,7811,70299
1759,301460,2,41888,Female,Computers & Accessories,Logitech,2014,9,9,8313,74817
1282,301461,5,41888,Male,Camera,Nikon,2014,9,8,8036,64288
2129,301500,5,41888,Female,Television & Video,Samsung,2014,9,5,7721,38605
2798,301530,5,41889,Female,Computers & Accessories,Fintie,2014,9,8,6363,50904
